order_id,order_date,supplier,supplier_region,product_category,sku,transport_mode,carrier,destination_dc,units_ordered,units_received,unit_cost,promised_lead_time_days,actual_lead_time_days,promised_delivery_date,actual_delivery_date,delay_days,status,on_time,in_full,order_value,otif
PO-2025-00770,2025-08-01,Bangalore ElectroTech,APAC,Electronics,ELE-8181,Air,SkyBridge Air Cargo,DC-East (PA),133,133.0,42.91,12,11.0,2025-08-13,2025-08-12,0.0,Delivered,True,True,5707.03,1.0
PO-2025-00771,2025-08-01,Iberia Logistics SA,EMEA,Finished Goods,FIN-4568,Ocean,Meridian Shipping,DC-West (CA),84,84.0,77.9,25,12.0,2025-08-26,2025-08-13,0.0,Delivered,True,True,6543.6,1.0
PO-2025-00772,2025-08-01,Allegheny Metals,North America,Raw Materials,RAW-4994,Ground,RoadRunner Freight,DC-West (CA),2333,2333.0,9.94,7,6.0,2025-08-08,2025-08-07,0.0,Delivered,True,True,23190.02,1.0
PO-2025-00773,2025-08-01,Shenzhen Precision Ltd,APAC,Components,COM-7338,Ocean,BlueWave Lines,DC-Central (TX),675,675.0,17.23,33,28.0,2025-09-03,2025-08-29,0.0,Delivered,True,True,11630.25,1.0
PO-2025-00774,2025-08-01,Allegheny Metals,North America,Components,COM-9545,Ground,Continental Trucking,DC-East (PA),575,575.0,10.76,9,5.0,2025-08-10,2025-08-06,0.0,Delivered,True,True,6187.0,1.0
PO-2025-00775,2025-08-01,Great Lakes Packaging,North America,Packaging,PAC-6017,Ground,Continental Trucking,DC-South (GA),5370,5370.0,0.92,5,4.0,2025-08-06,2025-08-05,0.0,Delivered,True,True,4940.4,1.0
PO-2025-00776,2025-08-01,Iberia Logistics SA,EMEA,Packaging,PAC-4452,Ocean,Meridian Shipping,DC-South (GA),5380,5380.0,1.12,24,19.0,2025-08-25,2025-08-20,0.0,Delivered,True,True,6025.6,1.0
PO-2025-00777,2025-08-01,Iberia Logistics SA,EMEA,Packaging,PAC-5374,Ocean,Meridian Shipping,DC-West (CA),5448,5448.0,1.05,24,25.0,2025-08-25,2025-08-26,1.0,Delivered,False,True,5720.4,0.0
PO-2025-00778,2025-08-01,Iberia Logistics SA,EMEA,Finished Goods,FIN-4044,Ocean,BlueWave Lines,DC-Central (TX),94,94.0,62.69,23,25.0,2025-08-24,2025-08-26,2.0,Delivered,False,True,5892.86,0.0
PO-2025-00779,2025-08-01,Great Lakes Packaging,North America,Packaging,PAC-2475,Ground,Continental Trucking,DC-Central (TX),5355,5355.0,1.09,7,1.0,2025-08-08,2025-08-02,0.0,Delivered,True,True,5836.95,1.0
PO-2025-00780,2025-08-01,Rhine Components GmbH,EMEA,Electronics,ELE-9285,Air,AeroFast,DC-East (PA),132,132.0,31.13,8,4.0,2025-08-09,2025-08-05,0.0,Delivered,True,True,4109.16,1.0
PO-2025-00781,2025-08-02,Monterrey Assembly,LATAM,Finished Goods,FIN-6074,Ground,RoadRunner Freight,DC-Central (TX),91,91.0,71.7,11,6.0,2025-08-13,2025-08-08,0.0,Delivered,True,True,6524.7,1.0
PO-2025-00782,2025-08-02,Rhine Components GmbH,EMEA,Components,COM-4460,Air,SkyBridge Air Cargo,DC-West (CA),604,604.0,19.96,8,10.0,2025-08-10,2025-08-12,2.0,Delivered,False,True,12055.84,0.0
PO-2025-00783,2025-08-02,Great Lakes Packaging,North America,Packaging,PAC-2472,Ground,Continental Trucking,DC-West (CA),5334,5334.0,0.9,7,4.0,2025-08-09,2025-08-06,0.0,Delivered,True,True,4800.6,1.0
PO-2025-00784,2025-08-02,Pacific Components Co.,APAC,Electronics,ELE-1550,Ocean,BlueWave Lines,DC-West (CA),127,127.0,48.13,33,36.0,2025-09-04,2025-09-07,3.0,Delivered,False,True,6112.51,0.0
PO-2025-00785,2025-08-03,Shenzhen Precision Ltd,APAC,Components,COM-1402,Ocean,Meridian Shipping,DC-East (PA),623,623.0,17.94,31,27.0,2025-09-03,2025-08-30,0.0,Delivered,True,True,11176.62,1.0
PO-2025-00786,2025-08-03,Great Lakes Packaging,North America,Packaging,PAC-3428,Ground,Continental Trucking,DC-Central (TX),5349,5349.0,1.57,5,4.0,2025-08-08,2025-08-07,0.0,Delivered,True,True,8397.93,1.0
PO-2025-00787,2025-08-03,Shenzhen Precision Ltd,APAC,Components,COM-5836,Ocean,BlueWave Lines,DC-East (PA),598,598.0,22.01,32,29.0,2025-09-04,2025-09-01,0.0,Delivered,True,True,13161.98,1.0
PO-2025-00788,2025-08-03,Great Lakes Packaging,North America,Packaging,PAC-1783,Ground,Continental Trucking,DC-West (CA),5511,5511.0,0.81,7,3.0,2025-08-10,2025-08-06,0.0,Delivered,True,True,4463.91,1.0
PO-2025-00789,2025-08-03,Shenzhen Precision Ltd,APAC,Components,COM-2520,Ocean,Meridian Shipping,DC-West (CA),558,558.0,17.81,33,33.0,2025-09-05,2025-09-05,0.0,Delivered,True,True,9937.98,1.0
PO-2025-00790,2025-08-04,Rhine Components GmbH,EMEA,Components,COM-4762,Air,SkyBridge Air Cargo,DC-South (GA),612,612.0,8.69,9,11.0,2025-08-13,2025-08-15,2.0,Delivered,False,True,5318.28,0.0
PO-2025-00791,2025-08-04,Monterrey Assembly,LATAM,Components,COM-1703,Ground,RoadRunner Freight,DC-East (PA),606,606.0,19.77,10,9.0,2025-08-14,2025-08-13,0.0,Delivered,True,True,11980.62,1.0
PO-2025-00792,2025-08-04,Monterrey Assembly,LATAM,Finished Goods,FIN-1124,Ground,RoadRunner Freight,DC-Central (TX),85,85.0,99.31,12,10.0,2025-08-16,2025-08-14,0.0,Delivered,True,True,8441.35,1.0
PO-2025-00793,2025-08-04,Monterrey Assembly,LATAM,Finished Goods,FIN-9513,Ground,RoadRunner Freight,DC-East (PA),94,94.0,86.5,10,7.0,2025-08-14,2025-08-11,0.0,Delivered,True,True,8131.0,1.0
PO-2025-00794,2025-08-04,Shenzhen Precision Ltd,APAC,Electronics,ELE-8697,Ocean,Meridian Shipping,DC-East (PA),125,125.0,40.09,33,31.0,2025-09-06,2025-09-04,0.0,Delivered,True,True,5011.25,1.0
PO-2025-00795,2025-08-04,Iberia Logistics SA,EMEA,Finished Goods,FIN-2259,Ocean,Meridian Shipping,DC-West (CA),93,93.0,75.96,23,18.0,2025-08-27,2025-08-22,0.0,Delivered,True,True,7064.28,1.0
PO-2025-00796,2025-08-04,Allegheny Metals,North America,Components,COM-1049,Ground,Continental Trucking,DC-Central (TX),620,620.0,14.82,7,1.0,2025-08-11,2025-08-05,0.0,Delivered,True,True,9188.4,1.0
PO-2025-00797,2025-08-04,Shenzhen Precision Ltd,APAC,Electronics,ELE-7425,Ocean,BlueWave Lines,DC-East (PA),114,114.0,49.83,33,28.0,2025-09-06,2025-09-01,0.0,Delivered,True,True,5680.62,1.0
PO-2025-00798,2025-08-04,Monterrey Assembly,LATAM,Finished Goods,FIN-8255,Ground,RoadRunner Freight,DC-East (PA),102,102.0,70.05,9,6.0,2025-08-13,2025-08-10,0.0,Delivered,True,True,7145.1,1.0
PO-2025-00799,2025-08-04,Shenzhen Precision Ltd,APAC,Electronics,ELE-8903,Ocean,BlueWave Lines,DC-West (CA),141,141.0,59.27,33,30.0,2025-09-06,2025-09-03,0.0,Delivered,True,True,8357.07,1.0
PO-2025-00800,2025-08-04,Rhine Components GmbH,EMEA,Components,COM-1997,Air,SkyBridge Air Cargo,DC-Central (TX),641,641.0,15.62,8,5.0,2025-08-12,2025-08-09,0.0,Delivered,True,True,10012.42,1.0
PO-2025-00801,2025-08-04,Monterrey Assembly,LATAM,Finished Goods,FIN-3536,Ground,Continental Trucking,DC-West (CA),94,94.0,67.91,12,9.0,2025-08-16,2025-08-13,0.0,Delivered,True,True,6383.54,1.0
PO-2025-00802,2025-08-05,Rhine Components GmbH,EMEA,Electronics,ELE-6575,Air,SkyBridge Air Cargo,DC-West (CA),108,108.0,48.05,10,7.0,2025-08-15,2025-08-12,0.0,Delivered,True,True,5189.4,1.0
PO-2025-00803,2025-08-05,Monterrey Assembly,LATAM,Components,COM-5798,Ground,Continental Trucking,DC-Central (TX),614,614.0,12.83,13,11.0,2025-08-18,2025-08-16,0.0,Delivered,True,True,7877.62,1.0
PO-2025-00804,2025-08-05,Bangalore ElectroTech,APAC,Electronics,ELE-3862,Air,AeroFast,DC-East (PA),129,129.0,38.53,12,5.0,2025-08-17,2025-08-10,0.0,Delivered,True,True,4970.37,1.0
PO-2025-00805,2025-08-05,Bangalore ElectroTech,APAC,Electronics,ELE-2730,Air,AeroFast,DC-Central (TX),134,134.0,43.1,13,9.0,2025-08-18,2025-08-14,0.0,Delivered,True,True,5775.4,1.0
PO-2025-00806,2025-08-05,São Paulo Supply,LATAM,Finished Goods,FIN-2349,Ocean,BlueWave Lines,DC-Central (TX),91,91.0,33.24,29,26.0,2025-09-03,2025-08-31,0.0,Delivered,True,True,3024.84,1.0
PO-2025-00807,2025-08-05,Great Lakes Packaging,North America,Packaging,PAC-2703,Ground,Continental Trucking,DC-South (GA),5458,5458.0,1.1,6,2.0,2025-08-11,2025-08-07,0.0,Delivered,True,True,6003.8,1.0
PO-2025-00808,2025-08-05,Rhine Components GmbH,EMEA,Electronics,ELE-6530,Air,SkyBridge Air Cargo,DC-South (GA),112,112.0,53.72,9,7.0,2025-08-14,2025-08-12,0.0,Delivered,True,True,6016.64,1.0
PO-2025-00809,2025-08-05,Allegheny Metals,North America,Components,COM-3132,Ground,RoadRunner Freight,DC-Central (TX),639,639.0,11.5,9,6.0,2025-08-14,2025-08-11,0.0,Delivered,True,True,7348.5,1.0
PO-2025-00810,2025-08-06,Bangalore ElectroTech,APAC,Electronics,ELE-4282,Air,SkyBridge Air Cargo,DC-West (CA),130,130.0,48.84,13,10.0,2025-08-19,2025-08-16,0.0,Delivered,True,True,6349.2,1.0
PO-2025-00811,2025-08-06,Rhine Components GmbH,EMEA,Electronics,ELE-5176,Air,AeroFast,DC-East (PA),111,111.0,33.16,9,8.0,2025-08-15,2025-08-14,0.0,Delivered,True,True,3680.76,1.0
PO-2025-00812,2025-08-06,Allegheny Metals,North America,Raw Materials,RAW-2472,Ground,RoadRunner Freight,DC-Central (TX),2162,2162.0,7.49,7,3.0,2025-08-13,2025-08-09,0.0,Delivered,True,True,16193.38,1.0
PO-2025-00813,2025-08-06,Pacific Components Co.,APAC,Components,COM-1176,Ocean,BlueWave Lines,DC-Central (TX),586,586.0,17.07,32,26.0,2025-09-07,2025-09-01,0.0,Delivered,True,True,10003.02,1.0
PO-2025-00814,2025-08-06,Shenzhen Precision Ltd,APAC,Electronics,ELE-8630,Ocean,Meridian Shipping,DC-Central (TX),115,115.0,47.32,32,32.0,2025-09-07,2025-09-07,0.0,Delivered,True,True,5441.8,1.0
PO-2025-00815,2025-08-06,Shenzhen Precision Ltd,APAC,Electronics,ELE-7827,Ocean,Meridian Shipping,DC-East (PA),123,123.0,36.81,33,32.0,2025-09-08,2025-09-07,0.0,Delivered,True,True,4527.63,1.0
PO-2025-00816,2025-08-06,Shenzhen Precision Ltd,APAC,Electronics,ELE-9901,Ocean,Meridian Shipping,DC-East (PA),106,106.0,33.45,31,28.0,2025-09-06,2025-09-03,0.0,Delivered,True,True,3545.7,1.0
PO-2025-00817,2025-08-06,Bangalore ElectroTech,APAC,Electronics,ELE-8835,Air,AeroFast,DC-West (CA),135,132.0,23.31,12,10.0,2025-08-18,2025-08-16,0.0,Delivered,True,False,3146.85,0.0
PO-2025-00818,2025-08-06,Pacific Components Co.,APAC,Components,COM-8565,Ocean,Meridian Shipping,DC-South (GA),637,637.0,17.86,35,39.0,2025-09-10,2025-09-14,4.0,Delivered,False,True,11376.82,0.0
PO-2025-00819,2025-08-06,Allegheny Metals,North America,Raw Materials,RAW-8132,Ground,Continental Trucking,DC-Central (TX),2110,2110.0,7.41,6,2.0,2025-08-12,2025-08-08,0.0,Delivered,True,True,15635.1,1.0
PO-2025-00820,2025-08-06,Great Lakes Packaging,North America,Packaging,PAC-4411,Ground,RoadRunner Freight,DC-East (PA),5411,5411.0,0.52,8,3.0,2025-08-14,2025-08-09,0.0,Delivered,True,True,2813.72,1.0
PO-2025-00821,2025-08-06,São Paulo Supply,LATAM,Finished Goods,FIN-7791,Ocean,Meridian Shipping,DC-Central (TX),78,78.0,37.46,26,31.0,2025-09-01,2025-09-06,5.0,Delivered,False,True,2921.88,0.0
PO-2025-00822,2025-08-07,Iberia Logistics SA,EMEA,Finished Goods,FIN-5413,Ocean,Meridian Shipping,DC-East (PA),79,79.0,87.88,22,21.0,2025-08-29,2025-08-28,0.0,Delivered,True,True,6942.52,1.0
PO-2025-00823,2025-08-07,Monterrey Assembly,LATAM,Finished Goods,FIN-8614,Ground,Continental Trucking,DC-South (GA),85,85.0,112.76,13,9.0,2025-08-20,2025-08-16,0.0,Delivered,True,True,9584.6,1.0
PO-2025-00824,2025-08-07,Monterrey Assembly,LATAM,Components,COM-6785,Ground,Continental Trucking,DC-Central (TX),577,526.0,9.61,11,10.0,2025-08-18,2025-08-17,0.0,Delivered,True,False,5544.97,0.0
PO-2025-00825,2025-08-07,Monterrey Assembly,LATAM,Components,COM-5487,Ground,Continental Trucking,DC-South (GA),592,592.0,14.73,11,6.0,2025-08-18,2025-08-13,0.0,Delivered,True,True,8720.16,1.0
PO-2025-00826,2025-08-07,Rhine Components GmbH,EMEA,Components,COM-6932,Air,AeroFast,DC-East (PA),557,557.0,22.88,7,3.0,2025-08-14,2025-08-10,0.0,Delivered,True,True,12744.16,1.0
PO-2025-00827,2025-08-07,Allegheny Metals,North America,Raw Materials,RAW-1097,Ground,RoadRunner Freight,DC-Central (TX),2218,2218.0,11.72,6,3.0,2025-08-13,2025-08-10,0.0,Delivered,True,True,25994.96,1.0
PO-2025-00828,2025-08-07,Great Lakes Packaging,North America,Packaging,PAC-7079,Ground,RoadRunner Freight,DC-Central (TX),5361,5361.0,0.96,6,2.0,2025-08-13,2025-08-09,0.0,Delivered,True,True,5146.56,1.0
PO-2025-00829,2025-08-07,Allegheny Metals,North America,Raw Materials,RAW-7836,Ground,RoadRunner Freight,DC-East (PA),2160,2160.0,10.64,6,1.0,2025-08-13,2025-08-08,0.0,Delivered,True,True,22982.4,1.0
PO-2025-00830,2025-08-08,Pacific Components Co.,APAC,Components,COM-7769,Ocean,Meridian Shipping,DC-East (PA),625,625.0,14.16,33,33.0,2025-09-10,2025-09-10,0.0,Delivered,True,True,8850.0,1.0
PO-2025-00831,2025-08-08,Allegheny Metals,North America,Raw Materials,RAW-1328,Ground,Continental Trucking,DC-South (GA),2114,2114.0,7.22,5,2.0,2025-08-13,2025-08-10,0.0,Delivered,True,True,15263.08,1.0
PO-2025-00832,2025-08-08,Great Lakes Packaging,North America,Packaging,PAC-5251,Ground,RoadRunner Freight,DC-West (CA),5549,5549.0,1.35,5,3.0,2025-08-13,2025-08-11,0.0,Delivered,True,True,7491.15,1.0
PO-2025-00833,2025-08-08,Bangalore ElectroTech,APAC,Electronics,ELE-3889,Air,AeroFast,DC-East (PA),126,126.0,35.14,9,3.0,2025-08-17,2025-08-11,0.0,Delivered,True,True,4427.64,1.0
PO-2025-00834,2025-08-08,Shenzhen Precision Ltd,APAC,Electronics,ELE-3168,Ocean,Meridian Shipping,DC-East (PA),132,132.0,55.7,32,26.0,2025-09-09,2025-09-03,0.0,Delivered,True,True,7352.4,1.0
PO-2025-00835,2025-08-08,Great Lakes Packaging,North America,Packaging,PAC-2788,Ground,RoadRunner Freight,DC-East (PA),5427,5427.0,1.17,8,4.0,2025-08-16,2025-08-12,0.0,Delivered,True,True,6349.59,1.0
PO-2025-00836,2025-08-08,Rhine Components GmbH,EMEA,Components,COM-6597,Air,AeroFast,DC-East (PA),657,657.0,15.86,10,6.0,2025-08-18,2025-08-14,0.0,Delivered,True,True,10420.02,1.0
PO-2025-00837,2025-08-08,Pacific Components Co.,APAC,Electronics,ELE-7858,Ocean,BlueWave Lines,DC-South (GA),102,102.0,49.84,32,32.0,2025-09-09,2025-09-09,0.0,Delivered,True,True,5083.68,1.0
PO-2025-00838,2025-08-08,São Paulo Supply,LATAM,Finished Goods,FIN-7385,Ocean,Meridian Shipping,DC-South (GA),95,95.0,77.9,27,21.0,2025-09-04,2025-08-29,0.0,Delivered,True,True,7400.5,1.0
PO-2025-00839,2025-08-09,Monterrey Assembly,LATAM,Finished Goods,FIN-8083,Ground,RoadRunner Freight,DC-Central (TX),74,74.0,78.04,11,10.0,2025-08-20,2025-08-19,0.0,Delivered,True,True,5774.96,1.0
PO-2025-00840,2025-08-09,Monterrey Assembly,LATAM,Components,COM-7232,Ground,RoadRunner Freight,DC-South (GA),612,612.0,10.9,11,6.0,2025-08-20,2025-08-15,0.0,Delivered,True,True,6670.8,1.0
PO-2025-00841,2025-08-09,Pacific Components Co.,APAC,Electronics,ELE-7256,Ocean,BlueWave Lines,DC-East (PA),122,122.0,40.76,35,30.0,2025-09-13,2025-09-08,0.0,Delivered,True,True,4972.72,1.0
PO-2025-00842,2025-08-09,Allegheny Metals,North America,Components,COM-5319,Ground,RoadRunner Freight,DC-East (PA),599,490.0,12.83,8,4.0,2025-08-17,2025-08-13,0.0,Delivered,True,False,7685.17,0.0
PO-2025-00843,2025-08-09,Monterrey Assembly,LATAM,Finished Goods,FIN-5562,Ground,RoadRunner Freight,DC-West (CA),86,86.0,59.42,11,6.0,2025-08-20,2025-08-15,0.0,Delivered,True,True,5110.12,1.0
PO-2025-00844,2025-08-09,Allegheny Metals,North America,Components,COM-1170,Ground,RoadRunner Freight,DC-South (GA),636,636.0,15.52,8,4.0,2025-08-17,2025-08-13,0.0,Delivered,True,True,9870.72,1.0
PO-2025-00845,2025-08-09,Bangalore ElectroTech,APAC,Electronics,ELE-4664,Air,SkyBridge Air Cargo,DC-East (PA),118,118.0,30.68,12,11.0,2025-08-21,2025-08-20,0.0,Delivered,True,True,3620.24,1.0
PO-2025-00846,2025-08-09,Iberia Logistics SA,EMEA,Finished Goods,FIN-2419,Ocean,Meridian Shipping,DC-East (PA),83,83.0,98.86,24,23.0,2025-09-02,2025-09-01,0.0,Delivered,True,True,8205.38,1.0
PO-2025-00847,2025-08-10,Allegheny Metals,North America,Components,COM-5348,Ground,RoadRunner Freight,DC-East (PA),616,616.0,9.16,9,8.0,2025-08-19,2025-08-18,0.0,Delivered,True,True,5642.56,1.0
PO-2025-00848,2025-08-10,Pacific Components Co.,APAC,Components,COM-5670,Ocean,BlueWave Lines,DC-South (GA),610,610.0,14.17,33,29.0,2025-09-12,2025-09-08,0.0,Delivered,True,True,8643.7,1.0
PO-2025-00849,2025-08-10,Shenzhen Precision Ltd,APAC,Electronics,ELE-1861,Ocean,Meridian Shipping,DC-South (GA),100,100.0,43.84,32,25.0,2025-09-11,2025-09-04,0.0,Delivered,True,True,4384.0,1.0
PO-2025-00850,2025-08-10,Allegheny Metals,North America,Raw Materials,RAW-9893,Ground,Continental Trucking,DC-West (CA),2225,2225.0,9.27,8,6.0,2025-08-18,2025-08-16,0.0,Delivered,True,True,20625.75,1.0
PO-2025-00851,2025-08-10,Rhine Components GmbH,EMEA,Electronics,ELE-6328,Air,SkyBridge Air Cargo,DC-Central (TX),142,142.0,53.68,11,6.0,2025-08-21,2025-08-16,0.0,Delivered,True,True,7622.56,1.0
PO-2025-00852,2025-08-10,Shenzhen Precision Ltd,APAC,Electronics,ELE-1127,Ocean,BlueWave Lines,DC-East (PA),127,127.0,39.62,33,28.0,2025-09-12,2025-09-07,0.0,Delivered,True,True,5031.74,1.0
PO-2025-00853,2025-08-10,São Paulo Supply,LATAM,Finished Goods,FIN-8817,Ocean,BlueWave Lines,DC-West (CA),91,86.0,86.06,27,31.0,2025-09-06,2025-09-10,4.0,Delivered,False,False,7831.46,0.0
PO-2025-00854,2025-08-10,Allegheny Metals,North America,Components,COM-9968,Ground,Continental Trucking,DC-South (GA),552,552.0,13.19,7,3.0,2025-08-17,2025-08-13,0.0,Delivered,True,True,7280.88,1.0
PO-2025-00855,2025-08-10,Pacific Components Co.,APAC,Electronics,ELE-3918,Ocean,BlueWave Lines,DC-Central (TX),119,119.0,41.48,33,34.0,2025-09-12,2025-09-13,1.0,Delivered,False,True,4936.12,0.0
PO-2025-00856,2025-08-10,Bangalore ElectroTech,APAC,Electronics,ELE-9943,Air,AeroFast,DC-West (CA),135,135.0,41.49,11,10.0,2025-08-21,2025-08-20,0.0,Delivered,True,True,5601.15,1.0
PO-2025-00857,2025-08-10,Monterrey Assembly,LATAM,Components,COM-3189,Ground,RoadRunner Freight,DC-East (PA),597,597.0,16.06,12,13.0,2025-08-22,2025-08-23,1.0,Delivered,False,True,9587.82,0.0
PO-2025-00858,2025-08-11,Rhine Components GmbH,EMEA,Electronics,ELE-2023,Air,AeroFast,DC-West (CA),113,113.0,52.09,9,7.0,2025-08-20,2025-08-18,0.0,Delivered,True,True,5886.17,1.0
PO-2025-00859,2025-08-11,Bangalore ElectroTech,APAC,Electronics,ELE-7691,Air,AeroFast,DC-West (CA),112,112.0,54.36,12,9.0,2025-08-23,2025-08-20,0.0,Delivered,True,True,6088.32,1.0
PO-2025-00860,2025-08-11,Shenzhen Precision Ltd,APAC,Components,COM-1161,Ocean,Meridian Shipping,DC-East (PA),542,542.0,15.82,31,34.0,2025-09-11,2025-09-14,3.0,Delivered,False,True,8574.44,0.0
PO-2025-00861,2025-08-11,São Paulo Supply,LATAM,Finished Goods,FIN-1908,Ocean,BlueWave Lines,DC-West (CA),89,89.0,81.61,27,26.0,2025-09-07,2025-09-06,0.0,Delivered,True,True,7263.29,1.0
PO-2025-00862,2025-08-11,Iberia Logistics SA,EMEA,Packaging,PAC-7811,Ocean,BlueWave Lines,DC-South (GA),5553,5553.0,1.26,25,25.0,2025-09-05,2025-09-05,0.0,Delivered,True,True,6996.78,1.0
PO-2025-00863,2025-08-11,Monterrey Assembly,LATAM,Components,COM-6280,Ground,RoadRunner Freight,DC-Central (TX),596,596.0,19.38,12,11.0,2025-08-23,2025-08-22,0.0,Delivered,True,True,11550.48,1.0
PO-2025-00864,2025-08-11,São Paulo Supply,LATAM,Raw Materials,RAW-9983,Ocean,BlueWave Lines,DC-South (GA),2251,2251.0,9.95,30,28.0,2025-09-10,2025-09-08,0.0,Delivered,True,True,22397.45,1.0
PO-2025-00865,2025-08-11,Monterrey Assembly,LATAM,Components,COM-4124,Ground,RoadRunner Freight,DC-West (CA),558,558.0,12.64,10,9.0,2025-08-21,2025-08-20,0.0,Delivered,True,True,7053.12,1.0
PO-2025-00866,2025-08-11,Iberia Logistics SA,EMEA,Packaging,PAC-8310,Ocean,Meridian Shipping,DC-West (CA),5461,5461.0,0.82,25,20.0,2025-09-05,2025-08-31,0.0,Delivered,True,True,4478.02,1.0
PO-2025-00867,2025-08-11,São Paulo Supply,LATAM,Raw Materials,RAW-1459,Ocean,BlueWave Lines,DC-Central (TX),2202,2202.0,9.6,29,24.0,2025-09-09,2025-09-04,0.0,Delivered,True,True,21139.2,1.0
PO-2025-00868,2025-08-11,Pacific Components Co.,APAC,Electronics,ELE-3779,Ocean,Meridian Shipping,DC-East (PA),125,125.0,46.33,34,36.0,2025-09-14,2025-09-16,2.0,Delivered,False,True,5791.25,0.0
PO-2025-00869,2025-08-11,Bangalore ElectroTech,APAC,Electronics,ELE-9008,Air,SkyBridge Air Cargo,DC-East (PA),122,122.0,42.58,12,8.0,2025-08-23,2025-08-19,0.0,Delivered,True,True,5194.76,1.0
PO-2025-00870,2025-08-11,Monterrey Assembly,LATAM,Finished Goods,FIN-6218,Ground,RoadRunner Freight,DC-South (GA),81,81.0,99.59,12,10.0,2025-08-23,2025-08-21,0.0,Delivered,True,True,8066.79,1.0
PO-2025-00871,2025-08-11,Iberia Logistics SA,EMEA,Finished Goods,FIN-9795,Ocean,Meridian Shipping,DC-South (GA),90,90.0,96.36,25,17.0,2025-09-05,2025-08-28,0.0,Delivered,True,True,8672.4,1.0
PO-2025-00872,2025-08-11,Monterrey Assembly,LATAM,Finished Goods,FIN-1891,Ground,Continental Trucking,DC-South (GA),80,80.0,90.89,12,10.0,2025-08-23,2025-08-21,0.0,Delivered,True,True,7271.2,1.0
PO-2025-00873,2025-08-11,Iberia Logistics SA,EMEA,Packaging,PAC-5265,Ocean,BlueWave Lines,DC-West (CA),5335,5335.0,0.75,26,19.0,2025-09-06,2025-08-30,0.0,Delivered,True,True,4001.25,1.0
PO-2025-00874,2025-08-12,Shenzhen Precision Ltd,APAC,Components,COM-9438,Ocean,Meridian Shipping,DC-West (CA),572,572.0,11.33,32,31.0,2025-09-13,2025-09-12,0.0,Delivered,True,True,6480.76,1.0
PO-2025-00875,2025-08-12,Shenzhen Precision Ltd,APAC,Components,COM-3001,Ocean,Meridian Shipping,DC-West (CA),558,558.0,19.02,33,26.0,2025-09-14,2025-09-07,0.0,Delivered,True,True,10613.16,1.0
PO-2025-00876,2025-08-12,Shenzhen Precision Ltd,APAC,Components,COM-4415,Ocean,Meridian Shipping,DC-West (CA),600,600.0,6.94,34,33.0,2025-09-15,2025-09-14,0.0,Delivered,True,True,4164.0,1.0
PO-2025-00877,2025-08-12,Shenzhen Precision Ltd,APAC,Components,COM-5563,Ocean,Meridian Shipping,DC-West (CA),615,615.0,9.33,31,25.0,2025-09-12,2025-09-06,0.0,Delivered,True,True,5737.95,1.0
PO-2025-00878,2025-08-12,Rhine Components GmbH,EMEA,Electronics,ELE-4048,Air,AeroFast,DC-South (GA),119,119.0,30.5,8,5.0,2025-08-20,2025-08-17,0.0,Delivered,True,True,3629.5,1.0
PO-2025-00879,2025-08-12,Monterrey Assembly,LATAM,Finished Goods,FIN-1236,Ground,RoadRunner Freight,DC-South (GA),77,77.0,114.03,11,10.0,2025-08-23,2025-08-22,0.0,Delivered,True,True,8780.31,1.0
PO-2025-00880,2025-08-13,Shenzhen Precision Ltd,APAC,Components,COM-8807,Ocean,BlueWave Lines,DC-Central (TX),583,583.0,17.58,31,34.0,2025-09-13,2025-09-16,3.0,Delivered,False,True,10249.14,0.0
PO-2025-00881,2025-08-13,Shenzhen Precision Ltd,APAC,Electronics,ELE-5531,Ocean,BlueWave Lines,DC-South (GA),124,124.0,45.36,31,31.0,2025-09-13,2025-09-13,0.0,Delivered,True,True,5624.64,1.0
PO-2025-00882,2025-08-13,Shenzhen Precision Ltd,APAC,Components,COM-2041,Ocean,Meridian Shipping,DC-Central (TX),580,580.0,13.76,32,30.0,2025-09-14,2025-09-12,0.0,Delivered,True,True,7980.8,1.0
PO-2025-00883,2025-08-13,Iberia Logistics SA,EMEA,Packaging,PAC-4156,Ocean,BlueWave Lines,DC-Central (TX),5382,5382.0,1.67,24,26.0,2025-09-06,2025-09-08,2.0,Delivered,False,True,8987.94,0.0
PO-2025-00884,2025-08-13,Rhine Components GmbH,EMEA,Components,COM-3819,Air,SkyBridge Air Cargo,DC-Central (TX),644,644.0,16.31,10,6.0,2025-08-23,2025-08-19,0.0,Delivered,True,True,10503.64,1.0
PO-2025-00885,2025-08-14,Bangalore ElectroTech,APAC,Electronics,ELE-8420,Air,AeroFast,DC-East (PA),127,127.0,66.08,11,10.0,2025-08-25,2025-08-24,0.0,Delivered,True,True,8392.16,1.0
PO-2025-00886,2025-08-14,Allegheny Metals,North America,Components,COM-1650,Ground,RoadRunner Freight,DC-East (PA),603,603.0,19.82,5,1.0,2025-08-19,2025-08-15,0.0,Delivered,True,True,11951.46,1.0
PO-2025-00887,2025-08-14,Iberia Logistics SA,EMEA,Finished Goods,FIN-7222,Ocean,Meridian Shipping,DC-South (GA),100,100.0,65.72,24,18.0,2025-09-07,2025-09-01,0.0,Delivered,True,True,6572.0,1.0
